fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
6.5,0.36,0.36,6.7,0.185,51.5,151.0,0.99528,3.17,0.42,9.3,5,white,9.256104,99.5,6.86,0.9475218658892128,2.933753943217666,0.06158940397350994
8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6,white,11.88744,51.0,8.379999999999999,0.9785202863961814,4.166666666666667,0.13043478260869565
6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,white,10.92102,112.0,6.470000000000001,0.9582689335394126,3.426791277258567,0.06918238993710692
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,white,9.2628,112.0,7.300000000000001,0.9452054794520548,2.9430379746835444,0.06283783783783785
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,white,10.012938,111.0,5.245,0.9342230695900858,3.1172839506172836,0.07062937062937062
7.2,0.23,0.39,1.5,0.053,26.0,106.0,0.99166,3.18,0.47,11.1,6,white,11.007425999999999,80.0,7.430000000000001,0.9690444145356661,3.490566037735849,0.10471698113207546
6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408,2.99,0.58,9.9,6,white,9.841392,87.0,6.6000000000000005,0.9696969696969697,3.311036789297659,0.08761061946902655
6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,6,white,10.92091,114.0,6.369999999999999,0.957613814756672,3.4161490683229814,0.06832298136645963
6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,white,10.92102,112.0,6.470000000000001,0.9582689335394126,3.426791277258567,0.06918238993710692
6.0,0.3,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,6,white,12.3705,96.0,6.3,0.9523809523809524,3.7650602409638556,0.0984251968503937
6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7,white,12.566904,101.0,6.3999999999999995,0.953125,3.836858006042296,0.08943661971830985
5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,white,9.250617,79.0,5.84,0.976027397260274,2.8012048192771086,0.08857142857142858
6.9,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,white,9.2628,112.0,7.300000000000001,0.9452054794520548,2.9430379746835444,0.06283783783783785
4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5,white,10.012938,111.0,5.245,0.9342230695900858,3.1172839506172836,0.07062937062937062
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5,white,8.79208,125.0,6.63,0.9502262443438914,2.802547770700637,0.054658385093167706
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,white,11.093264,56.0,7.16,0.9776536312849162,3.888888888888889,0.12444444444444444
8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,7,white,10.711224000000001,77.0,8.620000000000001,0.9744779582366588,3.4504792332268375,0.08852459016393444
6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,5,white,8.79208,125.0,6.63,0.9502262443438914,2.802547770700637,0.054658385093167706
7.0,0.16,0.3,2.6,0.043,34.0,90.0,0.99047,2.88,0.47,11.2,6,white,11.093264,56.0,7.16,0.9776536312849162,3.888888888888889,0.12444444444444444
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,5,white,10.218321000000001,123.0,5.640000000000001,0.9574468085106382,3.1790123456790123,0.07103448275862069
7.7,0.31,0.36,4.3,0.026,15.0,87.0,0.99152,3.11,0.48,12.0,5,white,11.89824,72.0,8.01,0.9612983770287141,3.8585209003215435,0.13793103448275862
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,white,9.44661,74.0,5.784999999999999,0.9680207433016422,2.914110429447853,0.08636363636363636
5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,white,9.44661,74.0,5.784999999999999,0.9680207433016422,2.914110429447853,0.08636363636363636
6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,6,white,9.762956,105.0,7.029999999999999,0.9388335704125178,3.121019108280255,0.06163522012578617
7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,5,white,8.97957,115.0,7.989999999999999,0.951188986232791,3.092783505154639,0.052941176470588235
7.2,0.58,0.27,5.8,0.032,40.0,118.0,0.99088,3.17,0.53,13.0,7,white,12.88144,78.0,7.78,0.9254498714652957,4.100946372239748,0.11016949152542373
6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,white,11.694744,103.0,6.34,0.9463722397476341,3.480825958702065,0.10172413793103449
7.5,0.35,0.48,12.4,0.056,61.0,176.5,0.99803,2.97,0.52,8.8,5,white,8.782664,115.5,7.85,0.9554140127388535,2.962962962962963,0.04985835694050992
7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.99304,3.1,0.55,11.2,4,white,11.122048,84.0,7.68,0.9505208333333334,3.612903225806451,0.10980392156862745
5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41,9.5,6,white,9.44661,74.0,5.585,0.9668755595344674,2.914110429447853,0.08636363636363636
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,white,9.357512,165.0,6.57,0.958904109589041,2.9746835443037973,0.047
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,white,9.457345,157.0,6.79,0.9572901325478645,3.0063291139240507,0.049479166666666664
6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,white,10.311808,92.0,6.57,0.9741248097412482,3.4323432343234326,0.0832
6.7,0.18,0.31,10.6,0.035,42.0,143.0,0.99572,3.08,0.49,9.8,7,white,9.758056000000002,101.0,6.88,0.9738372093023256,3.181818181818182,0.06853146853146853
6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6,white,10.311808,92.0,6.57,0.9741248097412482,3.4323432343234326,0.0832
6.8,0.37,0.67,1.5,0.175,16.0,98.0,0.99244,3.06,0.56,10.3,6,white,10.222132,82.0,7.17,0.9483960948396095,3.366013071895425,0.10510204081632654
6.3,0.27,0.51,7.6,0.049,35.0,200.0,0.99548,3.16,0.54,9.4,4,white,9.357512,165.0,6.57,0.958904109589041,2.9746835443037973,0.047
6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51,9.5,6,white,9.457345,157.0,6.79,0.9572901325478645,3.0063291139240507,0.049479166666666664
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,7,white,11.78457,73.0,6.34,0.9621451104100947,3.730407523510972,0.08880597014925373
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,white,12.692736,89.0,7.32,0.9562841530054644,4.063492063492064,0.1032258064516129
6.9,0.27,0.25,7.5,0.03,18.0,117.0,0.99116,3.09,0.38,13.0,6,white,12.88508,99.0,7.17,0.9623430962343097,4.207119741100324,0.1111111111111111
6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,7,white,10.31888,151.0,6.79,0.9572901325478645,3.190184049079755,0.05416666666666667
6.5,0.29,0.52,1.7,0.034,41.0,193.0,0.99223,3.25,0.59,10.4,6,white,10.319192,152.0,6.79,0.9572901325478645,3.2,0.0538860103626943
6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4,10.7,5,white,10.644466999999999,81.0,6.319999999999999,0.9651898734177216,3.333333333333333,0.07925925925925925
6.3,0.22,0.27,4.5,0.036,81.0,157.0,0.9928,3.05,0.76,10.7,7,white,10.622959999999999,76.0,6.52,0.9662576687116565,3.5081967213114753,0.06815286624203822
6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,7,white,11.78457,73.0,6.34,0.9621451104100947,3.730407523510972,0.08880597014925373
5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6,white,10.340616,70.0,5.83,0.9605488850771869,3.260188087774295,0.10297029702970298
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,white,12.692736,89.0,7.32,0.9562841530054644,4.063492063492064,0.1032258064516129
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,9.845946,59.0,6.91,0.984081041968162,3.09375,0.0951923076923077
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,9.845946,59.0,6.91,0.984081041968162,3.09375,0.0951923076923077
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,white,9.387122,150.0,7.53,0.9694555112881805,2.9746835443037973,0.042152466367713005
6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.991,3.3,0.43,11.4,6,white,11.2974,83.0,6.3,0.9682539682539683,3.454545454545455,0.08837209302325581
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,9.845946,59.0,6.91,0.984081041968162,3.09375,0.0951923076923077
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,white,9.387122,150.0,7.53,0.9694555112881805,2.9746835443037973,0.042152466367713005
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,5,white,9.137163999999999,68.0,7.1000000000000005,0.9718309859154929,3.0769230769230766,0.08846153846153845
6.7,0.19,0.32,3.7,0.041,26.0,76.0,0.99173,2.9,0.57,10.5,7,white,10.413165,50.0,6.890000000000001,0.9724238026124818,3.6206896551724137,0.13815789473684212
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,10.940050000000001,79.0,6.98,0.9598853868194842,3.3846153846153846,0.0990990990990991
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,10.940050000000001,79.0,6.98,0.9598853868194842,3.3846153846153846,0.0990990990990991
8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,5,white,12.001506,124.0,8.37,0.9557945041816011,4.172413793103448,0.0952755905511811
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,10.940050000000001,79.0,6.98,0.9598853868194842,3.3846153846153846,0.0990990990990991
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,white,12.664832,107.0,6.26,0.9584664536741214,3.9751552795031055,0.08888888888888889
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,10.4391,95.0,6.640000000000001,0.963855421686747,3.4883720930232562,0.0875
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,10.4391,95.0,6.640000000000001,0.963855421686747,3.4883720930232562,0.0875
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,10.4391,95.0,6.640000000000001,0.963855421686747,3.4883720930232562,0.0875
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,white,9.42761,101.0,6.65,0.9624060150375939,3.1666666666666665,0.0778688524590164
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,white,9.179943999999999,69.0,6.35,0.9606299212598425,2.996742671009772,0.0978723404255319
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,white,11.001321,77.0,6.9399999999999995,0.9798270893371759,3.6156351791530947,0.09487179487179487
6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,white,12.185241000000001,79.0,6.88,0.9447674418604651,4.019607843137255,0.10982142857142858
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,white,11.001321,77.0,6.9399999999999995,0.9798270893371759,3.6156351791530947,0.09487179487179487
5.4,0.15,0.32,2.5,0.037,10.0,51.0,0.98878,3.04,0.58,12.6,6,white,12.458628,41.0,5.550000000000001,0.9729729729729729,4.144736842105263,0.24705882352941175
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,white,9.42761,101.0,6.65,0.9624060150375939,3.1666666666666665,0.0778688524590164
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,white,9.179943999999999,69.0,6.35,0.9606299212598425,2.996742671009772,0.0978723404255319
6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57,10.8,6,white,10.73304,112.0,7.02,0.9686609686609687,3.375,0.07105263157894737
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6,white,11.203159000000001,83.0,7.41,0.97165991902834,3.766666666666667,0.09262295081967213
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,white,12.664832,107.0,6.26,0.9584664536741214,3.9751552795031055,0.08888888888888889
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,10.4391,95.0,6.640000000000001,0.963855421686747,3.4883720930232562,0.0875
6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,6,white,9.759624,115.0,6.96,0.9339080459770115,3.181818181818182,0.05730994152046784
6.5,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6,white,8.50323,127.0,6.68,0.9730538922155689,2.8523489932885906,0.04644808743169399
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,white,9.246432,91.0,6.5200000000000005,0.950920245398773,2.9430379746835444,0.09587628865979382
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,white,9.165592,106.0,7.6000000000000005,0.9473684210526315,2.8749999999999996,0.06092715231788079
5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,white,11.294664000000001,83.0,6.130000000000001,0.9624796084828711,3.5514018691588785,0.0991304347826087
6.4,0.18,0.48,18.0,0.054,56.0,183.0,1.00038,2.98,0.61,8.5,6,white,8.50323,127.0,6.58,0.9726443768996961,2.8523489932885906,0.04644808743169399
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,white,9.246432,91.0,6.5200000000000005,0.950920245398773,2.9430379746835444,0.09587628865979382
6.4,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4,white,8.361024,85.0,6.7700000000000005,0.9453471196454948,2.7450980392156863,0.09230769230769231
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,white,9.137255999999999,65.0,7.23,0.9681881051175656,3.026315789473684,0.092
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,white,9.165592,106.0,7.6000000000000005,0.9473684210526315,2.8749999999999996,0.06092715231788079
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,white,10.371504,99.0,7.79,0.975609756097561,3.270440251572327,0.06887417218543046
6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6,white,11.498616,97.0,6.28,0.9554140127388535,3.547400611620795,0.07891156462585033
6.2,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6,white,12.275752,57.0,6.5200000000000005,0.950920245398773,3.8153846153846156,0.13191489361702127
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,white,10.371504,99.0,7.79,0.975609756097561,3.270440251572327,0.06887417218543046
6.4,0.26,0.26,1.1,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,white,9.235272,154.0,6.66,0.960960960960961,3.009708737864078,0.0528409090909091
5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,6,white,12.06824,44.0,6.15,0.959349593495935,3.8124999999999996,0.15061728395061727
6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,white,10.922559999999999,106.0,6.38,0.9561128526645768,3.4161490683229814,0.07913669064748201
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5,white,11.291358,75.0,7.090000000000001,0.9732016925246826,3.6655948553054665,0.10857142857142857
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,white,9.4278,105.0,6.69,0.9566517189835575,3.104575163398693,0.07916666666666666
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,white,9.189879999999999,100.0,7.07,0.9618104667609617,2.996742671009772,0.0793103448275862
7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,white,11.026518,102.0,7.76,0.9664948453608248,3.5463258785942493,0.0888
6.8,0.27,0.22,17.8,0.034,16.0,116.0,0.9989,3.07,0.53,9.2,5,white,9.189879999999999,100.0,7.07,0.9618104667609617,2.996742671009772,0.0793103448275862
6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,white,10.93444,119.0,6.6000000000000005,0.9696969696969697,3.3950617283950617,0.06395348837209303
7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,white,9.829413,137.0,7.63,0.9567496723460026,3.1528662420382165,0.05593220338983051
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,white,9.829314,133.0,7.64,0.9554973821989529,3.1528662420382165,0.05625
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,white,9.4278,105.0,6.69,0.9566517189835575,3.104575163398693,0.07916666666666666
6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,4,white,12.283192,101.0,7.199999999999999,0.8472222222222222,3.701492537313433,0.11376146788990826
6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5,white,9.33796,137.0,6.54,0.963302752293578,2.928348909657321,0.05081081081081081
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,white,9.257685,104.0,6.44,0.9627329192546583,2.879256965944273,0.06241610738255034
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7,white,8.99739,121.0,7.37,0.9769335142469471,3.061224489795918,0.05844155844155844
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,10.651422,69.0,7.090000000000001,0.9732016925246826,3.5666666666666664,0.09067796610169492
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,10.651422,69.0,7.090000000000001,0.9732016925246826,3.5666666666666664,0.09067796610169492
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,white,11.193554,66.0,6.96,0.9770114942528736,3.741721854304636,0.1153061224489796
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,white,11.619738,75.0,7.1,0.9577464788732395,3.9527027027027026,0.12061855670103092
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,white,9.257685,104.0,6.44,0.9627329192546583,2.879256965944273,0.06241610738255034
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,8.686079999999999,110.0,7.5600000000000005,0.9788359788359788,3.0,0.06444444444444444
7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,7,white,8.99739,121.0,7.37,0.9769335142469471,3.061224489795918,0.05844155844155844
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,white,11.619738,75.0,7.1,0.9577464788732395,3.9527027027027026,0.12061855670103092
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,white,10.653455,106.0,6.93,0.937950937950938,3.312693498452012,0.0816793893129771
6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,white,11.292384,72.0,6.77,0.9748892171344166,3.737704918032787,0.10363636363636364
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,10.651422,69.0,7.090000000000001,0.9732016925246826,3.5666666666666664,0.09067796610169492
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,white,11.193554,66.0,6.96,0.9770114942528736,3.741721854304636,0.1153061224489796
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,white,9.9362,50.0,6.8100000000000005,0.9397944199706314,3.134796238244514,0.14285714285714285
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,white,9.9362,50.0,6.8100000000000005,0.9397944199706314,3.134796238244514,0.14285714285714285
7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,white,11.109951999999998,92.0,7.760000000000001,0.9536082474226804,3.5555555555555554,0.09411764705882353
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,5,white,9.627735,86.0,6.27,0.9728867623604466,3.1596091205211727,0.07461538461538461
5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99027,3.42,0.42,12.5,5,white,12.378375,62.0,5.78,0.9515570934256055,3.654970760233918,0.14705882352941177
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,white,12.809958,78.0,7.1,0.9295774647887324,3.944954128440367,0.11727272727272728
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,white,11.712326000000001,100.0,7.54,0.9416445623342174,3.7341772151898733,0.07375000000000001
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,5,white,10.547635999999999,144.0,7.28,0.9478021978021978,3.354430379746835,0.06385542168674699
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,white,11.712326000000001,100.0,7.54,0.9416445623342174,3.7341772151898733,0.07375000000000001
6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6,white,10.648639999999999,79.0,6.44,0.9627329192546583,3.35423197492163,0.08045112781954887
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,white,9.850302,121.0,6.38,0.9561128526645768,3.0841121495327104,0.061111111111111116
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6,white,11.8836,53.0,7.859999999999999,0.9669211195928753,4.054054054054054,0.15789473684210525
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7,white,10.369424,92.5,7.66,0.97911227154047,3.301587301587302,0.0638036809815951
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,white,8.44883,96.0,6.86,0.9475218658892128,2.664576802507837,0.0794392523364486
6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,4,white,9.859212,67.0,6.949999999999999,0.9496402877697843,3.1629392971246006,0.12073170731707318
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6,white,9.370954,67.5,5.95,0.957983193277311,3.051948051948052,0.07833333333333334
7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,white,10.359232,101.0,7.7700000000000005,0.9523809523809523,3.3226837060702876,0.07761194029850746
5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,white,10.905619999999999,87.0,5.95,0.957983193277311,3.3333333333333335,0.10185185185185185
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,white,10.90518,89.0,6.03,0.9618573797678275,3.3333333333333335,0.1
5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,white,10.340928,64.0,5.665,0.9532215357458077,3.260188087774295,0.1142857142857143
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,white,9.760016,58.0,5.95,0.957983193277311,3.1612903225806455,0.08448275862068966
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,white,9.370954,53.5,5.95,0.957983193277311,3.051948051948052,0.08867924528301888
5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6,white,10.539792,105.0,6.130000000000001,0.9624796084828711,3.2817337461300307,0.07464788732394366
6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,white,10.025865999999999,153.0,6.5,0.9538461538461539,3.079268292682927,0.05459459459459459
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8,white,11.43744,76.0,6.83,0.9516837481698389,3.758169934640523,0.11979166666666667
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,white,11.3031,59.0,7.66,0.9660574412532638,3.7254901960784315,0.15616438356164383
7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,white,9.137623999999999,63.0,7.2,0.9722222222222222,3.036303630363036,0.0989247311827957
6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,6,white,9.62919,68.0,6.71,0.9687034277198212,3.1089743589743586,0.09603960396039603
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6,white,11.206549,63.0,7.55,0.9668874172185431,3.680781758957655,0.14303797468354432
6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49,9.6,6,white,9.543552,91.0,7.07,0.9618104667609617,3.0476190476190474,0.07559055118110236
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6,white,8.870274,135.0,6.94,0.9654178674351584,3.111888111888112,0.049720670391061456
